,X,Y,Z,DOF 1 Displacement,DOF 2 Displacement,DOF 3 Displacement,DOF 4 Displacement,DOF 5 Displacement,DOF 6 Displacement,DOF 1 Force,DOF 2 Force,DOF 3 Force,DOF 4 Force,DOF 5 Force,DOF 6 Force
118,-0.39462,0.10748000000000002,-0.0675,-4.855016574014762e-07,-3.674073205355095e-06,-3.6566401062869755e-07,-1.0712008228887706e-05,-5.816507279303329e-06,7.120428043277961e-05,-9.237055564881302e-14,-1.2079226507921703e-13,-1.4210854715202004e-14,-1.942890293094024e-16,0.0,-1.1102230246251565e-16
119,-0.40951,0.08809,-0.07125,-5.933665536729844e-07,-1.561936161051943e-06,-2.1310651685667527e-07,-5.617082287465782e-06,-3.114245681639459e-06,3.770391080050698e-05,-7.105427357601002e-14,1.4210854715202004e-14,1.4210854715202004e-14,-5.551115123125783e-17,-5.551115123125783e-17,5.551115123125783e-17
120,-0.02122,0.0034349999999999997,0.0037500000000000003,1.156167300294212e-05,-4.634243566720171e-05,1.8065299729351907e-06,-5.583367209486858e-06,-6.321992744164461e-06,3.161638098132559e-05,9.094947017729282e-13,-2.9274360713316128e-12,-3.410605131648481e-13,1.0824674490095276e-15,-7.549516567451064e-15,3.3306690738754696e-15
121,-0.04244,0.006869999999999999,0.007500000000000001,1.0796901565528186e-05,-4.525947295210749e-05,2.0694123659679815e-06,6.229886781314447e-08,-2.109801653963836e-06,5.6682859041044926e-05,2.2737367544323206e-13,2.1316282072803006e-13,-1.0231815394945443e-12,-1.6930901125533637e-15,-5.329070518200751e-15,-1.765254609153999e-14
122,-0.06366,0.010304999999999998,0.011250000000000001,1.0098144913319448e-05,-4.365605557131533e-05,2.229113949769271e-06,5.113319984530016e-06,1.6713389217905333e-06,7.877928175504632e-05,-9.094947017729282e-13,-2.9913849175500218e-12,-2.0463630789890885e-12,-2.1371793224034263e-15,2.3314683517128287e-15,4.551914400963142e-15
123,-0.08488,0.013739999999999999,0.015000000000000001,9.456817345632538e-06,-4.159743801786353e-05,2.296824221695201e-06,9.569696140664637e-06,5.021428983099252e-06,9.790564912332874e-05,1.3642420526593924e-12,4.256803243229967e-12,1.1368683772161603e-13,7.077671781985373e-16,1.2878587085651816e-14,1.887379141862766e-15
124,-0.1061,0.017175,0.018750000000000003,8.864333161784089e-06,-3.9148874784790394e-05,2.283732679101895e-06,1.3431427336217899e-05,7.94046852996376e-06,0.00011406196114589926,1.5916157281026244e-12,1.0977885267493548e-12,5.684341886080801e-13,3.0531133177191805e-15,-1.0436096431476471e-14,1.865174681370263e-14
125,-0.12732,0.020609999999999996,0.022500000000000003,8.31210666109075e-06,-3.6375620365134036e-05,2.2010288193454203e-06,1.6698513571191015e-05,1.0428457562386847e-05,0.00012724821782276232,-2.2737367544323206e-13,-2.27018404075352e-12,-1.1368683772161603e-12,5.551115123125783e-17,-1.8318679906315083e-15,2.2593038551121936e-14
126,-0.14854,0.024044999999999997,0.026250000000000002,7.791552142869175e-06,-3.334292925193252e-05,2.0599021397818137e-06,1.937095484558434e-05,1.2485396080368539e-05,0.00013746441915391853,0.0,-6.750155989720952e-14,-1.1368683772161603e-13,2.1788126858268697e-15,-7.327471962526033e-15,2.4424906541753444e-14
127,-0.16976,0.027479999999999997,0.030000000000000002,7.2940839064360145e-06,-3.0116055938223967e-05,1.871542137767121e-06,2.14487511593975e-05,1.411128408390805e-05,0.00014471056513936517,4.547473508864641e-13,-2.3092638912203256e-13,-6.821210263296962e-13,4.052314039881821e-15,-1.8943180357666733e-15,5.440092820663267e-15
128,-0.19097999999999998,0.030914999999999998,0.03375,6.811116251107919e-06,-2.6760254917046464e-05,1.6471383106573926e-06,2.293190251263039e-05,1.5306121573006255e-05,0.00014898665577910632,6.821210263296962e-13,6.661338147750939e-14,-4.547473508864641e-13,-2.9004576518332215e-15,-5.7592819402429996e-15,1.176836406102666e-14
129,-0.2122,0.03435,0.037500000000000006,6.334063476201547e-06,-2.3340780681438037e-05,1.3978801558086606e-06,2.38204089052844e-05,1.6069908547663323e-05,0.00015029269107314367,0.0,2.0605739337042905e-13,-5.684341886080802e-14,2.0816681711721685e-17,-1.8457457784393227e-15,7.438494264988549e-15
130,-0.23342,0.037785,0.04125,5.854339881033565e-06,-1.992288772443666e-05,1.1349571705769474e-06,2.4114270337359703e-05,1.6402645007879925e-05,0.00014862867102148004,2.2737367544323206e-13,4.334310688136611e-13,1.7053025658242404e-13,-6.661338147750939e-16,-2.1510571102112408e-15,-1.1657341758564144e-15
131,-0.25464,0.04121999999999999,0.045000000000000005,5.363359764920641e-06,-1.6571830539080263e-05,8.69558852318262e-07,2.3813486808856732e-05,1.6304330953656433e-05,0.00014399459562411686,-1.1368683772161603e-13,-1.4868106745780096e-12,-4.476419235288631e-13,-1.970645868709653e-15,-4.0245584642661925e-15,1.4988010832439613e-15
132,-0.27586,0.04465499999999999,0.04875,4.852537427179449e-06,-1.3352863618406753e-05,6.128746983886111e-07,2.291805831977526e-05,1.5774966384992566e-05,0.00013639046488105364,5.115907697472721e-13,1.5916157281026244e-12,3.126388037344441e-13,-2.8449465006019636e-16,6.38378239159465e-16,3.4416913763379853e-15
133,-0.29708,0.048089999999999994,0.052500000000000005,4.313287167126658e-06,-1.0331241455454082e-05,3.7609420614401724e-07,2.142798487011482e-05,1.4814551301887575e-05,0.00012581627879228893,-2.8421709430404007e-13,-9.947598300641403e-14,-4.973799150320701e-14,8.326672684688674e-16,-2.4980018054066022e-15,9.936496070395151e-15
134,-0.31829999999999997,0.051524999999999994,0.05625,3.7370232840789402e-06,-7.572218543260203e-06,1.7040687294050768e-07,1.934326645987552e-05,1.3423085704341593e-05,0.00011227203735782273,-2.8421709430404007e-13,4.263256414560601e-13,3.410605131648481e-13,-7.632783294297951e-17,-9.71445146547012e-16,-2.1649348980190553e-15
