,X,Y,Z
0,-0.1266,0.4565,0.0
1,0.3893,0.5501,0.0
2,0.4102,0.4876,0.0
3,0.0,0.0,0.0
4,-0.4244,0.0687,0.075
5,-0.4244,0.0687,-0.075
6,-0.10080499999999999,0.46118000000000003,0.0
7,-0.07501,0.46586,0.0
8,-0.049214999999999995,0.47054,0.0
9,-0.023419999999999996,0.47522000000000003,0.0
10,0.002375000000000016,0.4799,0.0
11,0.02817,0.48458,0.0
12,0.053964999999999985,0.48926000000000003,0.0
13,0.07976,0.49394000000000005,0.0
14,0.10555500000000001,0.49862,0.0
15,0.13135000000000002,0.5033000000000001,0.0
16,0.15714499999999998,0.50798,0.0
17,0.18294,0.51266,0.0
18,0.208735,0.51734,0.0
19,0.23452999999999996,0.52202,0.0
20,0.260325,0.5267000000000001,0.0
21,0.28612,0.5313800000000001,0.0
22,0.311915,0.53606,0.0
23,0.33771,0.54074,0.0
24,0.36350499999999997,0.54542,0.0
25,0.390345,0.546975,0.0
26,0.39138999999999996,0.5438500000000001,0.0
27,0.392435,0.540725,0.0
28,0.39348,0.5376000000000001,0.0
29,0.394525,0.534475,0.0
30,0.39557,0.53135,0.0
31,0.396615,0.5282250000000001,0.0
32,0.39766,0.5251,0.0
33,0.398705,0.521975,0.0
34,0.39975,0.51885,0.0
35,0.400795,0.515725,0.0
36,0.40184,0.5126,0.0
37,0.402885,0.509475,0.0
38,0.40393,0.50635,0.0
39,0.404975,0.503225,0.0
40,0.40602,0.5001,0.0
41,0.407065,0.496975,0.0
42,0.40811000000000003,0.49385,0.0
43,0.409155,0.49072499999999997,0.0
44,0.38969,0.46321999999999997,0.0
45,0.36918,0.43884,0.0
46,0.34867000000000004,0.41446,0.0
47,0.32816,0.39008,0.0
48,0.30765,0.3657,0.0
49,0.28714,0.34132,0.0
50,0.26663000000000003,0.31694,0.0
51,0.24612,0.29256000000000004,0.0
52,0.22561,0.26818000000000003,0.0
53,0.2051,0.24380000000000002,0.0
54,0.18459,0.21942,0.0
55,0.16408,0.19504000000000005,0.0
56,0.14356999999999998,0.17066000000000003,0.0
57,0.12306,0.14628000000000002,0.0
58,0.10255000000000003,0.12190000000000006,0.0
59,0.08204,0.09752000000000005,0.0
60,0.061529999999999974,0.07314000000000004,0.0
61,0.04102,0.04876000000000008,0.0
62,0.020510000000000028,0.02438000000000007,0.0
63,-0.0063300000000000006,0.022825,0.0
64,-0.012660000000000001,0.04565,0.0
65,-0.01899,0.06847500000000001,0.0
66,-0.025320000000000002,0.0913,0.0
67,-0.031650000000000005,0.114125,0.0
68,-0.03798,0.13695000000000002,0.0
69,-0.04431,0.159775,0.0
70,-0.050640000000000004,0.1826,0.0
71,-0.05697000000000001,0.20542500000000002,0.0
72,-0.06330000000000001,0.22825,0.0
73,-0.06963000000000001,0.251075,0.0
74,-0.07596,0.27390000000000003,0.0
75,-0.08229,0.296725,0.0
76,-0.08862,0.31955,0.0
77,-0.09495,0.34237500000000004,0.0
78,-0.10128000000000001,0.3652,0.0
79,-0.10761000000000001,0.388025,0.0
80,-0.11394000000000001,0.41085000000000005,0.0
81,-0.12027000000000002,0.43367500000000003,0.0
82,-0.14149,0.43711,0.00375
83,-0.15638,0.41772000000000004,0.0075
84,-0.17126999999999998,0.39833,0.01125
85,-0.18616,0.37894,0.015
86,-0.20105,0.35955000000000004,0.01875
87,-0.21594,0.34016,0.0225
88,-0.23082999999999998,0.32077,0.02625
89,-0.24572,0.30138,0.03
90,-0.26061,0.28199,0.03375
91,-0.27549999999999997,0.2626,0.0375
92,-0.29039,0.24321,0.041249999999999995
93,-0.30528,0.22382000000000002,0.045
94,-0.32017,0.20443,0.04875
95,-0.33506,0.18503999999999998,0.0525
96,-0.34995,0.16565000000000002,0.056249999999999994
97,-0.36484,0.14626,0.06
98,-0.37973,0.12686999999999998,0.06375
99,-0.39462,0.10748000000000002,0.0675
100,-0.40951,0.08809,0.07125
101,-0.14149,0.43711,-0.00375
102,-0.15638,0.41772000000000004,-0.0075
103,-0.17126999999999998,0.39833,-0.01125
104,-0.18616,0.37894,-0.015
105,-0.20105,0.35955000000000004,-0.01875
106,-0.21594,0.34016,-0.0225
107,-0.23082999999999998,0.32077,-0.02625
108,-0.24572,0.30138,-0.03
109,-0.26061,0.28199,-0.03375
110,-0.27549999999999997,0.2626,-0.0375
111,-0.29039,0.24321,-0.041249999999999995
112,-0.30528,0.22382000000000002,-0.045
113,-0.32017,0.20443,-0.04875
114,-0.33506,0.18503999999999998,-0.0525
115,-0.34995,0.16565000000000002,-0.056249999999999994
116,-0.36484,0.14626,-0.06
117,-0.37973,0.12686999999999998,-0.06375
118,-0.39462,0.10748000000000002,-0.0675
119,-0.40951,0.08809,-0.07125
120,-0.02122,0.0034349999999999997,0.0037500000000000003
121,-0.04244,0.006869999999999999,0.007500000000000001
122,-0.06366,0.010304999999999998,0.011250000000000001
123,-0.08488,0.013739999999999999,0.015000000000000001
124,-0.1061,0.017175,0.018750000000000003
125,-0.12732,0.020609999999999996,0.022500000000000003
126,-0.14854,0.024044999999999997,0.026250000000000002
127,-0.16976,0.027479999999999997,0.030000000000000002
128,-0.19097999999999998,0.030914999999999998,0.03375
129,-0.2122,0.03435,0.037500000000000006
130,-0.23342,0.037785,0.04125
131,-0.25464,0.04121999999999999,0.045000000000000005
132,-0.27586,0.04465499999999999,0.04875
133,-0.29708,0.048089999999999994,0.052500000000000005
134,-0.31829999999999997,0.051524999999999994,0.05625
135,-0.33952,0.054959999999999995,0.060000000000000005
136,-0.36074,0.058394999999999996,0.06375
137,-0.38195999999999997,0.061829999999999996,0.0675
138,-0.40318,0.06526499999999999,0.07125000000000001
139,-0.02122,0.0034349999999999997,-0.0037500000000000003
140,-0.04244,0.006869999999999999,-0.007500000000000001
141,-0.06366,0.010304999999999998,-0.011250000000000001
142,-0.08488,0.013739999999999999,-0.015000000000000001
143,-0.1061,0.017175,-0.018750000000000003
144,-0.12732,0.020609999999999996,-0.022500000000000003
145,-0.14854,0.024044999999999997,-0.026250000000000002
146,-0.16976,0.027479999999999997,-0.030000000000000002
147,-0.19097999999999998,0.030914999999999998,-0.03375
148,-0.2122,0.03435,-0.037500000000000006
149,-0.23342,0.037785,-0.04125
150,-0.25464,0.04121999999999999,-0.045000000000000005
151,-0.27586,0.04465499999999999,-0.04875
152,-0.29708,0.048089999999999994,-0.052500000000000005
153,-0.31829999999999997,0.051524999999999994,-0.05625
154,-0.33952,0.054959999999999995,-0.060000000000000005
155,-0.36074,0.058394999999999996,-0.06375
156,-0.38195999999999997,0.061829999999999996,-0.0675
