,X,Y,Z,DOF 1 Displacement,DOF 2 Displacement,DOF 3 Displacement,DOF 4 Displacement,DOF 5 Displacement,DOF 6 Displacement,DOF 1 Force,DOF 2 Force,DOF 3 Force,DOF 4 Force,DOF 5 Force,DOF 6 Force
0,-0.1266,0.4565,0.0,2.858746166300044e-05,-6.560253764665617e-05,2.916047463016726e-06,-1.4357525682195988e-05,1.6935149759681933e-05,-4.9009569526902795e-05,-1.8189894035458565e-12,-799.9999999999973,9.094947017729282e-13,-3.552713678800501e-14,-5.3290705182007514e-14,-1.7053025658242404e-13
1,0.3893,0.5501,0.0,2.81525214470098e-06,8.587579436557144e-07,-6.960885980589557e-07,1.1992980167600468e-05,1.0458334579271473e-05,6.182131039733457e-05,3.4924596548080444e-10,4.3655745685100555e-11,-1.382431946694851e-09,-1.3073986337985843e-12,-3.339550858072471e-13,4.547473508864641e-13
2,0.4102,0.4876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.67173214909053,325.7339011529475,1.0212403664163503,0.11107514884172076,-0.33525119320764873,-9.743702095599375
3,0.0,0.0,0.0,1.3105149650396446e-05,-4.948933697613821e-05,1.5166067017921038e-06,-1.2659066513704302e-05,-1.1553394431697515e-05,4.706955256426815e-06,-3.637978807091713e-12,1.1823431123048067e-11,2.2737367544323206e-12,-3.552713678800501e-15,-3.375077994860476e-14,1.1368683772161603e-13
4,-0.4244,0.0687,0.075,0.0,0.0,0.0,0.0,0.0,0.0,-48.14069911829611,239.278013486745,-2.930748344911418,-0.0895197698847795,0.06417837069359306,-0.4428156144145241
5,-0.4244,0.0687,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,-57.531033035262695,234.988085360421,1.9095079853419783,0.08449759784397093,0.1230206621013859,-0.46185698722289803
6,-0.10080499999999999,0.46118000000000003,0.0,2.7612274175047052e-05,-6.400698269074506e-05,3.3346032668325004e-06,-1.199310511947731e-05,1.084108175800838e-05,-8.333982282653176e-05,9.094947017729282e-13,-1.0913936421275139e-11,-2.7284841053187847e-12,0.0,-1.0658141036401503e-13,1.0658141036401503e-13
7,-0.07501,0.46586,0.0,2.6486242154880075e-05,-6.158001006208828e-05,3.59298880786891e-06,-9.738884058887576e-06,5.354406097668221e-06,-0.00011347304483185703,-1.8189894035458565e-12,4.547473508864641e-12,2.7284841053187847e-12,1.8318679906315083e-15,-7.238654120556021e-14,-8.43769498715119e-14
8,-0.049214999999999995,0.47054,0.0,2.522900770895686e-05,-5.8429882182922476e-05,3.7073875052406236e-06,-7.594862500427465e-06,4.7512277866225626e-07,-0.0001394092355428743,2.7284841053187847e-12,2.7284841053187847e-12,1.8189894035458565e-12,5.440092820663267e-15,-6.039613253960852e-14,4.618527782440651e-14
9,-0.023419999999999996,0.47522000000000003,0.0,2.3860212943734747e-05,-5.466486147548429e-05,3.6939827780623337e-06,-5.561040444097256e-06,-3.796768199008856e-06,-0.00016114839495958558,-6.366462912410498e-12,1.0913936421275139e-11,6.366462912410498e-12,2.0539125955565396e-15,-3.1308289294429414e-14,3.2862601528904634e-14
